Timestamp,n-transactions
2009-12-14 00:00:00,107.0
2009-12-15 00:00:00,112.0
2009-12-16 00:00:00,137.0
2009-12-17 00:00:00,172.0
2009-12-18 00:00:00,225.0
2009-12-19 00:00:00,199.0
2009-12-20 00:00:00,175.0
2009-12-21 00:00:00,176.0
2009-12-22 00:00:00,162.0
2009-12-23 00:00:00,154.0
2009-12-24 00:00:00,154.0
2009-12-25 00:00:00,150.0
2009-12-26 00:00:00,174.0
2009-12-27 00:00:00,168.0
2009-12-28 00:00:00,137.0
2009-12-29 00:00:00,171.0
2009-12-30 00:00:00,141.0
2009-12-31 00:00:00,138.0
2010-01-01 00:00:00,133.0
2010-01-02 00:00:00,127.0
2010-01-03 00:00:00,186.0
2010-01-04 00:00:00,183.0
2010-01-05 00:00:00,198.0
2010-01-06 00:00:00,163.0
2010-01-07 00:00:00,154.0
2010-01-08 00:00:00,153.0
2010-01-09 00:00:00,151.0
2010-01-10 00:00:00,190.0
2010-01-11 00:00:00,159.0
2010-01-12 00:00:00,161.0
2010-01-13 00:00:00,166.0
2010-01-14 00:00:00,145.0
2010-01-15 00:00:00,142.0
2010-01-16 00:00:00,126.0
2010-01-17 00:00:00,131.0
2010-01-18 00:00:00,126.0
2010-01-19 00:00:00,124.0
2010-01-20 00:00:00,158.0
2010-01-21 00:00:00,184.0
2010-01-22 00:00:00,136.0
2010-01-23 00:00:00,162.0
2010-01-24 00:00:00,155.0
2010-01-25 00:00:00,215.0
2010-01-26 00:00:00,201.0
2010-01-27 00:00:00,166.0
2010-01-28 00:00:00,179.0
2010-01-29 00:00:00,201.0
2010-01-30 00:00:00,214.0
2010-01-31 00:00:00,167.0
2010-02-01 00:00:00,193.0
2010-02-02 00:00:00,146.0
2010-02-03 00:00:00,272.0
2010-02-04 00:00:00,234.0
2010-02-05 00:00:00,227.0
2010-02-06 00:00:00,206.0
2010-02-07 00:00:00,222.0
2010-02-08 00:00:00,208.0
2010-02-09 00:00:00,210.0
2010-02-10 00:00:00,173.0
2010-02-11 00:00:00,174.0
2010-02-12 00:00:00,188.0
2010-02-13 00:00:00,235.0
2010-02-14 00:00:00,219.0
2010-02-15 00:00:00,185.0
2010-02-16 00:00:00,201.0
2010-02-17 00:00:00,250.0
2010-02-18 00:00:00,215.0
2010-02-19 00:00:00,195.0
2010-02-20 00:00:00,210.0
2010-02-21 00:00:00,227.0
2010-02-22 00:00:00,265.0
2010-02-23 00:00:00,251.0
2010-02-24 00:00:00,177.0
2010-02-25 00:00:00,158.0
2010-02-26 00:00:00,176.0
2010-02-27 00:00:00,175.0
2010-02-28 00:00:00,159.0
2010-03-01 00:00:00,199.0
2010-03-02 00:00:00,193.0
2010-03-03 00:00:00,158.0
2010-03-04 00:00:00,188.0
2010-03-05 00:00:00,173.0
2010-03-06 00:00:00,183.0
2010-03-07 00:00:00,183.0
2010-03-08 00:00:00,130.0
2010-03-09 00:00:00,148.0
2010-03-10 00:00:00,169.0
2010-03-11 00:00:00,136.0
2010-03-12 00:00:00,123.0
2010-03-13 00:00:00,154.0
2010-03-14 00:00:00,127.0
2010-03-15 00:00:00,140.0
2010-03-16 00:00:00,129.0
2010-03-17 00:00:00,139.0
2010-03-18 00:00:00,149.0
2010-03-19 00:00:00,162.0
2010-03-20 00:00:00,204.0
2010-03-21 00:00:00,190.0
2010-03-22 00:00:00,186.0
2010-03-23 00:00:00,220.0
2010-03-24 00:00:00,182.0
2010-03-25 00:00:00,202.0
2010-03-26 00:00:00,213.0
2010-03-27 00:00:00,184.0
2010-03-28 00:00:00,192.0
2010-03-29 00:00:00,207.0
2010-03-30 00:00:00,221.0
2010-03-31 00:00:00,214.0
2010-04-01 00:00:00,179.0
2010-04-02 00:00:00,161.0
2010-04-03 00:00:00,166.0
2010-04-04 00:00:00,183.0
2010-04-05 00:00:00,181.0
2010-04-06 00:00:00,174.0
2010-04-07 00:00:00,204.0
2010-04-08 00:00:00,195.0
2010-04-09 00:00:00,224.0
2010-04-10 00:00:00,298.0
2010-04-11 00:00:00,265.0
2010-04-12 00:00:00,247.0
2010-04-13 00:00:00,209.0
2010-04-14 00:00:00,223.0
2010-04-15 00:00:00,290.0
2010-04-16 00:00:00,234.0
2010-04-17 00:00:00,250.0
2010-04-18 00:00:00,3351.0
2010-04-19 00:00:00,276.0
2010-04-20 00:00:00,243.0
2010-04-21 00:00:00,251.0
2010-04-22 00:00:00,199.0
2010-04-23 00:00:00,200.0
2010-04-24 00:00:00,202.0
2010-04-25 00:00:00,205.0
2010-04-26 00:00:00,211.0
2010-04-27 00:00:00,233.0
2010-04-28 00:00:00,227.0
2010-04-29 00:00:00,180.0
2010-04-30 00:00:00,170.0
2010-05-01 00:00:00,210.0
2010-05-02 00:00:00,180.0
2010-05-03 00:00:00,188.0
2010-05-04 00:00:00,177.0
2010-05-05 00:00:00,162.0
2010-05-06 00:00:00,177.0
2010-05-07 00:00:00,158.0
2010-05-08 00:00:00,182.0
2010-05-09 00:00:00,183.0
2010-05-10 00:00:00,157.0
2010-05-11 00:00:00,131.0
2010-05-12 00:00:00,158.0
2010-05-13 00:00:00,167.0
2010-05-14 00:00:00,153.0
2010-05-15 00:00:00,113.0
2010-05-16 00:00:00,134.0
2010-05-17 00:00:00,177.0
2010-05-18 00:00:00,223.0
2010-05-19 00:00:00,207.0
2010-05-20 00:00:00,237.0
2010-05-21 00:00:00,235.0
2010-05-22 00:00:00,226.0
2010-05-23 00:00:00,309.0
2010-05-24 00:00:00,250.0
2010-05-25 00:00:00,254.0
2010-05-26 00:00:00,287.0
2010-05-27 00:00:00,267.0
2010-05-28 00:00:00,277.0
2010-05-29 00:00:00,239.0
2010-05-30 00:00:00,200.0
2010-05-31 00:00:00,194.0
2010-06-01 00:00:00,183.0
2010-06-02 00:00:00,194.0
2010-06-03 00:00:00,235.0
2010-06-04 00:00:00,173.0
2010-06-05 00:00:00,190.0
2010-06-06 00:00:00,200.0
2010-06-07 00:00:00,209.0
2010-06-08 00:00:00,223.0
2010-06-09 00:00:00,220.0
2010-06-10 00:00:00,217.0
2010-06-11 00:00:00,247.0
2010-06-12 00:00:00,213.0
2010-06-13 00:00:00,238.0
2010-06-14 00:00:00,258.0
2010-06-15 00:00:00,269.0
2010-06-16 00:00:00,192.0
2010-06-17 00:00:00,204.0
2010-06-18 00:00:00,193.0
2010-06-19 00:00:00,214.0
2010-06-20 00:00:00,228.0
2010-06-21 00:00:00,242.0
2010-06-22 00:00:00,227.0
2010-06-23 00:00:00,257.0
2010-06-24 00:00:00,240.0
2010-06-25 00:00:00,210.0
2010-06-26 00:00:00,201.0
2010-06-27 00:00:00,234.0
2010-06-28 00:00:00,230.0
2010-06-29 00:00:00,264.0
2010-06-30 00:00:00,273.0
2010-07-01 00:00:00,283.0
2010-07-02 00:00:00,242.0
2010-07-03 00:00:00,286.0
2010-07-04 00:00:00,224.0
2010-07-05 00:00:00,251.0
2010-07-06 00:00:00,209.0
2010-07-07 00:00:00,218.0
2010-07-08 00:00:00,223.0
2010-07-09 00:00:00,268.0
2010-07-10 00:00:00,240.0
2010-07-11 00:00:00,353.0
2010-07-12 00:00:00,2300.0
2010-07-13 00:00:00,1479.0
2010-07-14 00:00:00,6132.0
2010-07-15 00:00:00,1329.0
2010-07-16 00:00:00,1182.0
2010-07-17 00:00:00,408.0
2010-07-18 00:00:00,420.0
2010-07-19 00:00:00,528.0
2010-07-20 00:00:00,594.0
2010-07-21 00:00:00,463.0
2010-07-22 00:00:00,397.0
2010-07-23 00:00:00,411.0
2010-07-24 00:00:00,894.0
2010-07-25 00:00:00,1823.0
2010-07-26 00:00:00,467.0
2010-07-27 00:00:00,426.0
2010-07-28 00:00:00,1951.0
2010-07-29 00:00:00,1867.0
2010-07-30 00:00:00,325.0
2010-07-31 00:00:00,295.0
2010-08-01 00:00:00,364.0
2010-08-02 00:00:00,398.0
2010-08-03 00:00:00,648.0
2010-08-04 00:00:00,439.0
2010-08-05 00:00:00,515.0
2010-08-06 00:00:00,359.0
2010-08-07 00:00:00,273.0
2010-08-08 00:00:00,391.0
2010-08-09 00:00:00,424.0
2010-08-10 00:00:00,340.0
2010-08-11 00:00:00,412.0
2010-08-12 00:00:00,392.0
2010-08-13 00:00:00,516.0
2010-08-14 00:00:00,434.0
2010-08-15 00:00:00,315.0
2010-08-16 00:00:00,453.0
2010-08-17 00:00:00,318.0
2010-08-18 00:00:00,377.0
2010-08-19 00:00:00,325.0
2010-08-20 00:00:00,423.0
2010-08-21 00:00:00,342.0
2010-08-22 00:00:00,366.0
2010-08-23 00:00:00,369.0
2010-08-24 00:00:00,379.0
2010-08-25 00:00:00,365.0
2010-08-26 00:00:00,368.0
2010-08-27 00:00:00,294.0
2010-08-28 00:00:00,339.0
2010-08-29 00:00:00,260.0
2010-08-30 00:00:00,329.0
2010-08-31 00:00:00,441.0
2010-09-01 00:00:00,380.0
2010-09-02 00:00:00,321.0
2010-09-03 00:00:00,319.0
2010-09-04 00:00:00,274.0
2010-09-05 00:00:00,311.0
2010-09-06 00:00:00,278.0
2010-09-07 00:00:00,282.0
2010-09-08 00:00:00,339.0
2010-09-09 00:00:00,324.0
2010-09-10 00:00:00,360.0
2010-09-11 00:00:00,305.0
2010-09-12 00:00:00,379.0
2010-09-13 00:00:00,436.0
2010-09-14 00:00:00,424.0
2010-09-15 00:00:00,430.0
2010-09-16 00:00:00,438.0
2010-09-17 00:00:00,361.0
2010-09-18 00:00:00,399.0
2010-09-19 00:00:00,355.0
2010-09-20 00:00:00,465.0
2010-09-21 00:00:00,810.0
2010-09-22 00:00:00,673.0
2010-09-23 00:00:00,655.0
2010-09-24 00:00:00,501.0
2010-09-25 00:00:00,532.0
2010-09-26 00:00:00,400.0
2010-09-27 00:00:00,603.0
2010-09-28 00:00:00,491.0
2010-09-29 00:00:00,975.0
2010-09-30 00:00:00,365.0
2010-10-01 00:00:00,584.0
2010-10-02 00:00:00,501.0
2010-10-03 00:00:00,377.0
2010-10-04 00:00:00,407.0
2010-10-05 00:00:00,371.0
2010-10-06 00:00:00,407.0
2010-10-07 00:00:00,340.0
2010-10-08 00:00:00,363.0
2010-10-09 00:00:00,401.0
2010-10-10 00:00:00,363.0
2010-10-11 00:00:00,342.0
2010-10-12 00:00:00,352.0
2010-10-13 00:00:00,364.0
2010-10-14 00:00:00,367.0
2010-10-15 00:00:00,328.0
2010-10-16 00:00:00,441.0
2010-10-17 00:00:00,457.0
2010-10-18 00:00:00,579.0
2010-10-19 00:00:00,924.0
2010-10-20 00:00:00,713.0
2010-10-21 00:00:00,552.0
2010-10-22 00:00:00,602.0
2010-10-23 00:00:00,517.0
2010-10-24 00:00:00,552.0
2010-10-25 00:00:00,410.0
2010-10-26 00:00:00,518.0
2010-10-27 00:00:00,568.0
2010-10-28 00:00:00,486.0
2010-10-29 00:00:00,467.0
2010-10-30 00:00:00,426.0
2010-10-31 00:00:00,307.0
2010-11-01 00:00:00,351.0
2010-11-02 00:00:00,286.0
2010-11-03 00:00:00,347.0
2010-11-04 00:00:00,342.0
2010-11-05 00:00:00,442.0
2010-11-06 00:00:00,394.0
2010-11-07 00:00:00,451.0
2010-11-08 00:00:00,515.0
2010-11-09 00:00:00,409.0
2010-11-10 00:00:00,397.0
2010-11-11 00:00:00,395.0
2010-11-12 00:00:00,286.0
2010-11-13 00:00:00,343.0
2010-11-14 00:00:00,416.0
2010-11-15 00:00:00,4871.0
2010-11-16 00:00:00,9105.0
2010-11-17 00:00:00,435.0
2010-11-18 00:00:00,1494.0
2010-11-19 00:00:00,9632.0
2010-11-20 00:00:00,9731.0
2010-11-21 00:00:00,10044.0
2010-11-22 00:00:00,343.0
2010-11-23 00:00:00,341.0
2010-11-24 00:00:00,3936.0
2010-11-25 00:00:00,4983.0
2010-11-26 00:00:00,1314.0
2010-11-27 00:00:00,445.0
2010-11-28 00:00:00,454.0
2010-11-29 00:00:00,454.0
2010-11-30 00:00:00,454.0
2010-12-01 00:00:00,512.0
2010-12-02 00:00:00,460.0
2010-12-03 00:00:00,384.0
2010-12-04 00:00:00,418.0
2010-12-05 00:00:00,434.0
2010-12-06 00:00:00,465.0
2010-12-07 00:00:00,573.0
2010-12-08 00:00:00,523.0
2010-12-09 00:00:00,486.0
2010-12-10 00:00:00,373.0
2010-12-11 00:00:00,550.0
2010-12-12 00:00:00,643.0
2010-12-13 00:00:00,646.0
2010-12-14 00:00:00,637.0
2010-12-15 00:00:00,658.0
2010-12-16 00:00:00,531.0
2010-12-17 00:00:00,462.0
2010-12-18 00:00:00,499.0
2010-12-19 00:00:00,551.0
2010-12-20 00:00:00,932.0
2010-12-21 00:00:00,630.0
2010-12-22 00:00:00,659.0
2010-12-23 00:00:00,519.0
2010-12-24 00:00:00,531.0
2010-12-25 00:00:00,634.0
2010-12-26 00:00:00,584.0
2010-12-27 00:00:00,526.0
2010-12-28 00:00:00,661.0
2010-12-29 00:00:00,513.0
2010-12-30 00:00:00,593.0
2010-12-31 00:00:00,555.0
2011-01-01 00:00:00,659.0
2011-01-02 00:00:00,569.0
2011-01-03 00:00:00,1128.0
2011-01-04 00:00:00,979.0
2011-01-05 00:00:00,1310.0
2011-01-06 00:00:00,694.0
2011-01-07 00:00:00,1020.0
2011-01-08 00:00:00,1436.0
2011-01-09 00:00:00,1223.0
2011-01-10 00:00:00,1312.0
2011-01-11 00:00:00,1362.0
2011-01-12 00:00:00,1162.0
2011-01-13 00:00:00,1266.0
2011-01-14 00:00:00,1262.0
2011-01-15 00:00:00,962.0
2011-01-16 00:00:00,931.0
2011-01-17 00:00:00,830.0
2011-01-18 00:00:00,818.0
2011-01-19 00:00:00,917.0
2011-01-20 00:00:00,924.0
2011-01-21 00:00:00,1166.0
2011-01-22 00:00:00,1422.0
2011-01-23 00:00:00,1081.0
2011-01-24 00:00:00,1319.0
2011-01-25 00:00:00,889.0
2011-01-26 00:00:00,1005.0
2011-01-27 00:00:00,841.0
2011-01-28 00:00:00,1081.0
2011-01-29 00:00:00,1347.0
2011-01-30 00:00:00,2592.0
2011-01-31 00:00:00,1393.0
2011-02-01 00:00:00,1013.0
2011-02-02 00:00:00,896.0
2011-02-03 00:00:00,789.0
2011-02-04 00:00:00,954.0
2011-02-05 00:00:00,832.0
2011-02-06 00:00:00,909.0
2011-02-07 00:00:00,892.0
2011-02-08 00:00:00,846.0
2011-02-09 00:00:00,1227.0
2011-02-10 00:00:00,2034.0
2011-02-11 00:00:00,2355.0
2011-02-12 00:00:00,1912.0
2011-02-13 00:00:00,1822.0
2011-02-14 00:00:00,2006.0
2011-02-15 00:00:00,2224.0
2011-02-16 00:00:00,2090.0
2011-02-17 00:00:00,2250.0
2011-02-18 00:00:00,2056.0
2011-02-19 00:00:00,1583.0
2011-02-20 00:00:00,1939.0
2011-02-21 00:00:00,1970.0
2011-02-22 00:00:00,2196.0
2011-02-23 00:00:00,2263.0
2011-02-24 00:00:00,2109.0
2011-02-25 00:00:00,2060.0
2011-02-26 00:00:00,1952.0
2011-02-27 00:00:00,2269.0
2011-02-28 00:00:00,1720.0
2011-03-01 00:00:00,2729.0
2011-03-02 00:00:00,2009.0
2011-03-03 00:00:00,3204.0
2011-03-04 00:00:00,1982.0
2011-03-05 00:00:00,2048.0
2011-03-06 00:00:00,2031.0
2011-03-07 00:00:00,1926.0
2011-03-08 00:00:00,2440.0
2011-03-09 00:00:00,1834.0
2011-03-10 00:00:00,1661.0
2011-03-11 00:00:00,1884.0
2011-03-12 00:00:00,2956.0
2011-03-13 00:00:00,2711.0
2011-03-14 00:00:00,2643.0
2011-03-15 00:00:00,2854.0
2011-03-16 00:00:00,3183.0
2011-03-17 00:00:00,3367.0
2011-03-18 00:00:00,2371.0
2011-03-19 00:00:00,3189.0
2011-03-20 00:00:00,4076.0
2011-03-21 00:00:00,5855.0
2011-03-22 00:00:00,2238.0
2011-03-23 00:00:00,4570.0
2011-03-24 00:00:00,2164.0
2011-03-25 00:00:00,1999.0
2011-03-26 00:00:00,3335.0
2011-03-27 00:00:00,2463.0
2011-03-28 00:00:00,2931.0
2011-03-29 00:00:00,2718.0
2011-03-30 00:00:00,1756.0
2011-03-31 00:00:00,2095.0
2011-04-01 00:00:00,1579.0
2011-04-02 00:00:00,1772.0
2011-04-03 00:00:00,1805.0
2011-04-04 00:00:00,2309.0
2011-04-05 00:00:00,2119.0
2011-04-06 00:00:00,1864.0
2011-04-07 00:00:00,1677.0
2011-04-08 00:00:00,1767.0
2011-04-09 00:00:00,1733.0
2011-04-10 00:00:00,1744.0
2011-04-11 00:00:00,1943.0
2011-04-12 00:00:00,2077.0
